date,league,t1,t2,bet_type,bet_line,ROI,fair_odds,odds,House,url,status
2024-02-04,LOL - LCS Spring,Team Liquid,Cloud9,over,total_inhibitors 1.5,17.75%,1.33,1.57,Bet365,https://www.bet365.com/#/AC/B151/C20932177/D19/E18907519/F19/,pending
2024-02-04,LOL - LCS Spring,Team Liquid,Cloud9,under,total_barons 1.5,8.00%,1.33,1.44,Bet365,https://www.bet365.com/#/AC/B151/C20932177/D19/E18907519/F19/,pending
2024-02-04,LOL - LCS Spring,100 Thieves,Shopify Rebellion,over,total_dragons 4.5,7.50%,1.6,1.72,Bet365,https://www.bet365.com/#/AC/B151/C20932177/D19/E18907520/F19/,pending
2024-02-04,LOL - LCS Spring,100 Thieves,Shopify Rebellion,under,total_towers 12.5,40.88%,1.14,1.61,Bet365,https://www.bet365.com/#/AC/B151/C20932177/D19/E18907520/F19/,pending
2024-02-04,LOL - LCS Spring,100 Thieves,Shopify Rebellion,under,total_inhibitors 1.5,12.50%,2.0,2.25,Bet365,https://www.bet365.com/#/AC/B151/C20932177/D19/E18907520/F19/,pending
2024-02-04,LOL - LCS Spring,100 Thieves,Shopify Rebellion,under,total_barons 1.5,50.00%,1.0,1.5,Bet365,https://www.bet365.com/#/AC/B151/C20932177/D19/E18907520/F19/,pending
2024-02-05,LOL - LCS Spring,NRG,Immortals,over,total_dragons 4.5,31.25%,1.6,2.1,Bet365,https://www.bet365.com/#/AC/B151/C20932177/D19/E18907521/F19/,pending
2024-02-05,LOL - LCS Spring,NRG,Immortals,over,total_towers 11.5,14.75%,1.33,1.53,Bet365,https://www.bet365.com/#/AC/B151/C20932177/D19/E18907521/F19/,pending
2024-02-05,LOL - LCS Spring,NRG,Immortals,over,total_kills 24.5,37.25%,1.33,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932177/D19/E18907521/F19/,pending
2024-02-05,LOL - LCS Spring,NRG,Immortals,over,game_duration 30.5,37.25%,1.33,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932177/D19/E18907521/F19/,pending
2024-02-05,LOL - LCS Spring,NRG,Immortals,over,total_barons 1.5,37.50%,2.0,2.75,Bet365,https://www.bet365.com/#/AC/B151/C20932177/D19/E18907521/F19/,pending
